,temporada_alta,dif_min,atraso_15,periodo_dia
75,1,-9.0,0,PM2
76,1,62.0,1,PM2
77,1,2.0,0,PM2
78,1,-8.0,0,PM2
79,1,19.0,1,PM1
80,1,60.0,1,PM1
81,1,17.0,1,PM1
82,1,26.0,1,PM1
83,1,14.0,0,PM1
84,1,67.0,1,PM1
85,1,84.0,1,PM1
86,1,63.0,1,PM1
87,1,97.0,1,PM1
88,1,17.0,1,PM1
89,1,90.0,1,PM1
90,1,130.0,1,PM1
91,1,24.0,1,PM1
92,1,77.0,1,PM1
93,1,32.0,1,PM1
94,1,39.0,1,PM1
95,1,48.0,1,PM1
96,1,6.0,0,PM1
97,1,2.0,0,PM1
98,1,28.0,1,PM1
99,1,11.0,0,PM1
100,1,33.0,1,PM1
101,1,69.0,1,PM1
102,1,20.0,1,PM1
103,1,3.0,0,PM1
104,1,22.0,1,PM1
105,1,21.0,1,PM1
106,1,22.0,1,PM1
107,1,27.0,1,PM1
108,1,6.0,0,PM1
109,1,20.0,1,PM2
110,1,17.0,1,PM2
111,1,19.0,1,PM2
112,1,47.0,1,PM2
113,1,5.0,0,PM2
114,1,63.0,1,PM2
115,1,55.0,1,PM2
116,1,53.0,1,PM2
117,1,105.0,1,PM2
118,1,20.0,1,PM2
119,1,72.0,1,PM2
120,1,26.0,1,PM2
121,1,99.0,1,PM2
122,1,52.0,1,PM2
123,1,33.0,1,PM2
124,1,147.0,1,PM2
125,1,18.0,1,PM2
126,1,25.0,1,PM2
127,1,5.0,0,PM2
128,1,21.0,1,PM2
129,1,13.0,0,PM2
130,1,21.0,1,PM2
131,1,11.0,0,PM2
132,1,-4.0,0,PM2
133,1,-1.0,0,PM2
134,1,8.0,0,PM2
135,1,6.0,0,PM2
136,1,-4.0,0,PM2
137,1,6.0,0,PM2
138,1,-4.0,0,PM1
139,1,0.0,0,PM1
140,1,3.0,0,PM1
141,1,-1.0,0,PM1
142,1,-10.0,0,PM1
143,1,16.0,1,PM1
144,1,-1.0,0,PM1
145,1,1.0,0,PM1
146,1,14.0,0,PM1
147,1,8.0,0,PM1
148,1,7.0,0,PM1
149,1,7.0,0,PM1
150,1,5.0,0,PM1
151,1,17.0,1,PM1
152,1,1.0,0,PM1
153,1,12.0,0,PM1
154,1,-3.0,0,PM1
155,1,33.0,1,PM1
156,1,6.0,0,PM1
157,1,-4.0,0,PM1
158,1,8.0,0,PM1
159,1,7.0,0,PM1
160,1,-1.0,0,PM1
161,1,3.0,0,PM1
162,1,-7.0,0,PM1
163,1,12.0,0,PM1
164,1,-2.0,0,PM1
165,1,7.0,0,PM1
166,1,14.0,0,PM1
167,1,14.0,0,PM1
168,1,-5.0,0,PM1
169,1,-11.0,0,PM2
170,1,13.0,0,PM2
171,1,-2.0,0,PM2
172,1,-12.0,0,PM2
173,1,7.0,0,PM2
174,1,-1.0,0,PM2
175,1,14.0,0,PM2
176,1,-7.0,0,PM2
177,1,-6.0,0,PM2
178,1,0.0,0,PM2
179,1,-3.0,0,PM2
180,1,-9.0,0,PM2
181,1,-4.0,0,PM2
182,1,-2.0,0,PM2
183,1,-7.0,0,PM2
184,1,-3.0,0,PM2
185,1,1.0,0,PM2
186,1,4.0,0,PM2
187,1,-9.0,0,PM2
188,1,138.0,1,PM2
189,1,-1.0,0,PM2
190,1,-13.0,0,PM2
191,1,-11.0,0,PM2
192,1,-11.0,0,PM2
193,1,-9.0,0,PM2
194,1,-7.0,0,PM2
195,1,-5.0,0,PM2
196,1,-1.0,0,PM2
197,1,-2.0,0,PM2
198,1,13.0,0,PM2
199,1,-9.0,0,PM2
200,1,-1.0,0,PM2
201,1,-10.0,0,AM
202,1,2.0,0,AM
203,1,-2.0,0,AM
204,1,31.0,1,AM
205,1,18.0,1,AM
206,1,-13.0,0,AM
207,1,-6.0,0,AM
208,1,0.0,0,AM
209,1,20.0,1,AM
210,1,8.0,0,AM
211,1,11.0,0,AM
212,1,-8.0,0,AM
213,1,88.0,1,AM
214,1,17.0,1,AM
215,1,27.0,1,AM
216,1,2.0,0,AM
217,1,1.0,0,AM
218,1,33.0,1,AM
219,1,11.0,0,AM
220,1,2.0,0,AM
221,1,10.0,0,AM
222,1,-5.0,0,AM
223,1,-1.0,0,AM
224,1,-12.0,0,AM
225,1,-5.0,0,AM
226,1,-3.0,0,AM
227,1,-10.0,0,AM
228,1,3.0,0,AM
229,1,1.0,0,AM
230,1,1.0,0,AM
231,1,35.0,1,AM
232,1,-11.0,0,AM
233,1,-11.0,0,AM
234,1,-10.0,0,AM
235,1,6.0,0,AM
236,1,14.0,0,AM
237,1,-7.0,0,AM
238,1,-11.0,0,AM
239,1,0.0,0,AM
240,1,5.0,0,AM
241,1,18.0,1,AM
242,1,-8.0,0,AM
243,1,-1.0,0,AM
244,1,-11.0,0,AM
245,1,17.0,1,AM
246,1,15.0,0,AM
247,1,1.0,0,AM
248,1,-4.0,0,AM
249,1,30.0,1,AM
250,1,-13.0,0,AM
251,1,-4.0,0,AM
252,1,-5.0,0,AM
253,1,-6.0,0,AM
254,1,-7.0,0,PM1
255,1,5.0,0,PM1
256,1,25.0,1,PM1
257,1,4.0,0,PM1
258,1,-10.0,0,PM1
259,1,11.0,0,PM1
260,1,-14.0,0,PM1
261,1,-2.0,0,PM1
262,1,-3.0,0,PM1
263,1,7.0,0,PM1
264,1,9.0,0,PM1
265,1,42.0,1,PM1
266,1,9.0,0,PM1
267,1,4.0,0,PM1
268,1,-9.0,0,PM1
269,1,-8.0,0,PM1
270,1,-7.0,0,PM1
271,1,6.0,0,PM1
272,1,-5.0,0,PM1
273,1,0.0,0,PM1
274,1,-9.0,0,PM1
275,1,-6.0,0,PM1
276,1,1.0,0,PM1
277,1,-2.0,0,PM1
278,1,-3.0,0,PM1
279,1,1.0,0,PM1
280,1,-3.0,0,PM1
281,1,-4.0,0,PM1
282,1,-3.0,0,PM1
283,1,-12.0,0,PM1
284,1,14.0,0,PM1
285,1,-6.0,0,PM2
286,1,-1.0,0,PM2
287,1,28.0,1,PM2
288,1,-1.0,0,PM2
289,1,-1.0,0,PM2
290,1,-8.0,0,PM2
291,1,8.0,0,PM2
292,1,12.0,0,PM2
293,1,-8.0,0,PM2
294,1,-3.0,0,PM2
295,1,37.0,1,PM2
296,1,4.0,0,PM2
297,1,7.0,0,PM2
298,1,-3.0,0,PM2
299,1,9.0,0,PM2
300,1,-1.0,0,PM2
301,1,-4.0,0,PM2
302,1,3.0,0,PM2
303,1,-6.0,0,PM2
304,1,8.0,0,PM2
305,1,7.0,0,PM2
306,1,-7.0,0,PM2
307,1,-2.0,0,PM2
308,1,-8.0,0,PM2
309,1,1.0,0,PM2
310,1,-14.0,0,PM2
311,1,-10.0,0,PM2
312,1,-11.0,0,PM2
313,1,-2.0,0,PM2
314,1,27.0,1,AM
315,1,4.0,0,AM
316,1,-2.0,0,AM
317,1,15.0,0,AM
318,1,1.0,0,PM2
319,1,3.0,0,PM2
320,1,22.0,1,PM2
321,1,26.0,1,PM2
322,1,4.0,0,PM2
323,1,14.0,0,PM2
324,1,7.0,0,PM2
325,1,87.0,1,PM2
326,1,-1.0,0,PM2
327,1,-14.0,0,PM2
328,1,0.0,0,PM2
329,1,27.0,1,PM2
330,1,8.0,0,PM2
331,1,10.0,0,PM2
332,1,5.0,0,PM2
333,1,1.0,0,PM2
334,1,-9.0,0,PM2
335,1,15.0,0,PM2
336,1,1.0,0,PM2
337,1,21.0,1,PM2
338,1,-1.0,0,PM2
339,1,-13.0,0,PM2
340,1,21.0,1,PM2
341,1,-5.0,0,PM2
342,1,-2.0,0,PM2
343,1,6.0,0,PM2
344,1,-1.0,0,PM2
345,1,-2.0,0,PM2
346,1,-8.0,0,PM2
347,1,-6.0,0,AM
348,1,3.0,0,AM
349,1,16.0,1,AM
350,1,65.0,1,PM1
351,1,27.0,1,AM
352,1,0.0,0,AM
353,1,-2.0,0,AM
354,1,2.0,0,AM
355,1,-2.0,0,AM
356,1,-7.0,0,AM
357,1,-3.0,0,AM
358,1,40.0,1,AM
359,1,11.0,0,AM
360,1,-3.0,0,AM
361,1,16.0,1,AM
362,1,13.0,0,AM
363,1,1.0,0,AM
364,1,13.0,0,AM
365,1,-2.0,0,AM
366,1,-3.0,0,AM
367,1,-7.0,0,AM
368,1,28.0,1,AM
369,1,0.0,0,AM
370,1,5.0,0,AM
371,1,-1.0,0,AM
372,1,-8.0,0,AM
373,1,7.0,0,AM
374,1,-9.0,0,AM
375,1,3.0,0,AM
376,1,38.0,1,PM1
377,1,6.0,0,PM1
378,1,2.0,0,PM1
379,1,19.0,1,PM1
380,1,15.0,0,PM1
381,1,27.0,1,PM1
382,1,59.0,1,PM1
383,1,14.0,0,PM1
384,1,-3.0,0,PM1
385,1,14.0,0,PM1
386,1,19.0,1,PM1
387,1,5.0,0,PM1
388,1,13.0,0,PM1
389,1,19.0,1,PM1
390,1,10.0,0,PM1
391,1,37.0,1,PM1
392,1,23.0,1,PM1
393,1,11.0,0,PM1
394,1,7.0,0,PM1
395,1,15.0,0,PM1
396,1,1.0,0,PM1
397,1,15.0,0,PM1
398,1,30.0,1,PM1
399,1,22.0,1,PM1
400,1,37.0,1,PM1
401,1,12.0,0,PM1
402,1,0.0,0,PM1
403,1,6.0,0,PM1
404,1,21.0,1,PM1
405,1,-2.0,0,PM1
406,1,17.0,1,PM1
407,1,8.0,0,AM
408,1,6.0,0,AM
409,1,5.0,0,PM2
410,1,-4.0,0,PM2
411,1,-10.0,0,PM2
412,1,12.0,0,PM2
413,1,-2.0,0,PM2
414,1,-13.0,0,PM2
415,1,-12.0,0,PM2
416,1,-10.0,0,PM2
417,1,-14.0,0,PM2
418,1,3.0,0,PM2
419,1,-6.0,0,PM2
420,1,-13.0,0,PM2
421,1,-13.0,0,PM2
422,1,-9.0,0,PM2
423,1,-1.0,0,PM2
424,1,3.0,0,PM2
425,1,-1.0,0,PM2
426,1,-12.0,0,PM2
427,1,-8.0,0,PM2
428,1,-14.0,0,PM2
429,1,1.0,0,PM2
430,1,-6.0,0,PM2
431,1,-5.0,0,PM2
432,1,-7.0,0,PM2
433,1,-1.0,0,PM2
434,1,-4.0,0,PM2
435,1,-14.0,0,PM2
436,1,-5.0,0,PM2
437,1,32.0,1,AM
438,1,37.0,1,PM1
439,1,10.0,0,PM1
440,1,-5.0,0,PM1
441,1,6.0,0,PM1
442,1,13.0,0,PM1
443,1,9.0,0,PM1
444,1,2.0,0,PM1
445,1,32.0,1,PM1
446,1,10.0,0,PM1
447,1,26.0,1,PM1
448,1,13.0,0,PM1
449,1,11.0,0,PM1
450,1,6.0,0,PM1
451,1,14.0,0,PM1
452,1,17.0,1,PM1
453,1,10.0,0,PM1
454,1,-4.0,0,PM1
455,1,10.0,0,PM1
456,1,9.0,0,PM1
457,1,-6.0,0,PM1
458,1,3.0,0,PM1
459,1,-3.0,0,PM1
460,1,-1.0,0,PM1
461,1,1.0,0,PM1
462,1,46.0,1,PM1
463,1,3.0,0,PM1
464,1,51.0,1,PM1
465,1,0.0,0,PM1
466,1,94.0,1,PM1
467,1,68.0,1,PM1
468,1,23.0,1,PM1
469,1,4.0,0,PM1
470,1,-1.0,0,PM1
471,1,4.0,0,PM1
472,1,-5.0,0,PM1
473,1,12.0,0,PM1
474,1,5.0,0,PM1
475,1,-6.0,0,PM1
476,1,0.0,0,PM1
477,1,-3.0,0,PM2
478,1,0.0,0,PM2
479,1,3.0,0,PM2
480,1,-1.0,0,PM2
481,1,-5.0,0,PM2
482,1,-9.0,0,PM2
483,1,-2.0,0,PM2
484,1,2.0,0,PM2
485,1,1.0,0,PM2
486,1,-2.0,0,PM2
487,1,-10.0,0,PM2
488,1,1.0,0,PM2
489,1,-1.0,0,PM2
490,1,-2.0,0,PM2
491,1,-6.0,0,PM2
492,1,8.0,0,PM2
493,1,-6.0,0,PM2
494,1,-2.0,0,PM2
495,1,4.0,0,PM2
496,1,-4.0,0,PM2
497,1,-8.0,0,PM2
498,1,-5.0,0,PM2
499,1,1.0,0,PM2
500,1,-1.0,0,PM2
501,1,-7.0,0,PM2
502,1,-3.0,0,PM2
503,1,-1.0,0,PM2
504,1,-3.0,0,PM2
505,1,-11.0,0,PM2
506,1,7.0,0,PM2
507,1,8.0,0,PM2
508,1,-3.0,0,PM1
509,1,0.0,0,PM1
510,1,-4.0,0,PM1
511,1,0.0,0,PM1
512,1,0.0,0,PM1
513,1,-12.0,0,PM1
514,1,8.0,0,PM1
515,1,24.0,1,PM1
516,1,1.0,0,PM1
517,1,-10.0,0,PM1
518,1,-9.0,0,PM1
519,1,-6.0,0,PM1
520,1,-6.0,0,PM1
521,1,6.0,0,PM1
522,1,-6.0,0,PM1
523,1,14.0,0,PM1
524,1,0.0,0,PM1
525,1,-4.0,0,PM1
526,1,-4.0,0,PM1
527,1,-10.0,0,PM1
528,1,19.0,1,PM1
529,1,-2.0,0,PM1
530,1,-8.0,0,PM1
531,1,3.0,0,PM1
532,1,-4.0,0,PM1
533,1,-4.0,0,PM1
534,1,-1.0,0,PM1
535,1,10.0,0,PM1
536,1,-9.0,0,PM1
537,1,3.0,0,PM1
538,1,0.0,0,PM1
539,1,-6.0,0,PM2
540,1,-6.0,0,PM2
541,1,-7.0,0,PM2
542,1,-9.0,0,PM2
543,1,-4.0,0,PM2
544,1,4.0,0,PM2
545,1,-2.0,0,PM2
546,1,32.0,1,PM2
547,1,-8.0,0,PM2
548,1,3.0,0,PM2
549,1,-9.0,0,PM2
550,1,-11.0,0,PM2
551,1,-6.0,0,PM2
552,1,-13.0,0,PM2
553,1,-10.0,0,PM2
554,1,-12.0,0,PM2
555,1,2.0,0,PM2
556,1,-14.0,0,PM2
557,1,-10.0,0,PM2
558,1,-8.0,0,PM2
559,1,-4.0,0,PM2
560,1,-14.0,0,PM2
561,1,-4.0,0,PM2
562,1,-6.0,0,PM2
563,1,-2.0,0,PM2
564,1,-8.0,0,PM2
565,1,-10.0,0,PM2
566,1,0.0,0,PM2
567,1,8.0,0,AM
568,1,-7.0,0,AM
569,1,4.0,0,AM
570,1,15.0,0,AM
571,1,-3.0,0,AM
572,1,6.0,0,AM
573,1,57.0,1,AM
574,1,8.0,0,AM
575,1,26.0,1,AM
576,1,-1.0,0,AM
577,1,-5.0,0,AM
578,1,-2.0,0,AM
579,1,4.0,0,AM
580,1,-8.0,0,AM
581,1,9.0,0,AM
582,1,2.0,0,AM
583,1,2.0,0,AM
584,1,4.0,0,AM
585,1,-10.0,0,AM
586,1,-1.0,0,AM
587,1,6.0,0,AM
588,1,1.0,0,AM
589,1,0.0,0,AM
590,1,-7.0,0,AM
591,1,7.0,0,AM
592,1,-2.0,0,PM2
593,1,3.0,0,PM2
594,1,-3.0,0,PM2
595,1,-1.0,0,PM2
596,1,4.0,0,PM2
597,1,4.0,0,PM2
598,1,1.0,0,PM2
599,1,-4.0,0,PM2
600,1,16.0,1,PM2
601,1,4.0,0,PM2
602,1,4.0,0,PM2
603,1,0.0,0,PM2
604,1,16.0,1,PM2
605,1,4.0,0,PM2
606,1,-4.0,0,PM2
607,1,0.0,0,PM2
608,1,0.0,0,PM2
609,1,9.0,0,PM2
610,1,6.0,0,PM2
611,1,-7.0,0,PM2
612,1,-7.0,0,PM2
613,1,-7.0,0,PM2
614,1,-1.0,0,PM2
615,1,-2.0,0,PM2
616,1,8.0,0,PM2
617,1,-12.0,0,PM2
618,1,-6.0,0,PM2
619,1,0.0,0,PM2
620,1,1.0,0,PM2
621,1,-4.0,0,PM2
622,1,6.0,0,PM2
623,1,-3.0,0,PM2
624,1,-8.0,0,PM2
625,1,-5.0,0,PM2
626,1,-3.0,0,PM2
627,1,-3.0,0,PM2
628,1,7.0,0,PM2
629,1,58.0,1,PM2
630,1,24.0,1,PM2
631,1,6.0,0,PM2
632,1,13.0,0,PM2
633,1,-3.0,0,PM2
634,1,-1.0,0,PM2
635,1,0.0,0,PM2
636,1,-8.0,0,PM2
637,1,2.0,0,PM2
638,1,-5.0,0,PM2
639,1,2.0,0,PM2
640,1,-3.0,0,PM2
641,1,-8.0,0,PM2
642,1,-8.0,0,PM2
643,1,0.0,0,PM2
644,1,0.0,0,PM2
645,1,-14.0,0,PM2
646,1,-5.0,0,PM2
647,1,-10.0,0,PM2
648,1,1.0,0,PM2
649,1,-2.0,0,PM2
650,1,8.0,0,PM2
651,1,5.0,0,PM2
652,1,15.0,0,PM2
653,1,-4.0,0,PM2
654,1,-6.0,0,PM2
655,1,-2.0,0,PM2
656,1,-3.0,0,PM2
657,1,-1.0,0,PM2
658,1,40.0,1,AM
659,1,-6.0,0,PM2
660,1,-5.0,0,PM2
661,1,-4.0,0,PM2
662,1,-9.0,0,PM2
663,1,16.0,1,PM2
664,1,3.0,0,PM2
665,1,-4.0,0,PM2
666,1,-8.0,0,PM2
667,1,1.0,0,PM2
668,1,0.0,0,PM2
669,1,18.0,1,PM2
670,1,-1.0,0,PM2
671,1,-1.0,0,PM2
672,1,-2.0,0,PM2
673,1,-4.0,0,PM2
674,1,2.0,0,PM2
675,1,50.0,1,PM2
676,1,-4.0,0,PM2
677,1,14.0,0,PM2
678,1,-4.0,0,PM2
679,1,0.0,0,PM2
680,1,1.0,0,PM2
681,1,72.0,1,PM2
682,1,20.0,1,PM2
683,1,5.0,0,PM2
684,1,13.0,0,AM
685,1,-10.0,0,AM
686,1,-6.0,0,AM
687,1,3.0,0,AM
688,1,-9.0,0,AM
689,1,18.0,1,AM
690,1,-9.0,0,AM
691,1,-10.0,0,AM
692,1,-13.0,0,AM
693,1,-7.0,0,AM
694,1,-5.0,0,AM
695,1,-3.0,0,AM
696,1,-13.0,0,AM
697,1,30.0,1,AM
698,1,-10.0,0,AM
699,1,0.0,0,AM
700,1,4.0,0,AM
701,1,-8.0,0,AM
702,1,-8.0,0,AM
703,1,-6.0,0,AM
704,1,-9.0,0,AM
705,1,-8.0,0,AM
706,1,-14.0,0,AM
707,1,-7.0,0,AM
708,1,-11.0,0,AM
709,1,6.0,0,PM1
710,1,40.0,1,PM1
711,1,29.0,1,PM1
712,1,15.0,0,PM1
713,1,51.0,1,PM1
714,1,34.0,1,PM1
715,1,28.0,1,PM1
716,1,32.0,1,PM1
717,1,41.0,1,PM1
718,1,138.0,1,PM1
719,1,38.0,1,PM1
720,1,27.0,1,PM1
721,1,33.0,1,PM1
722,1,57.0,1,PM1
723,1,7.0,0,PM1
724,1,10.0,0,PM1
725,1,37.0,1,PM1
726,1,38.0,1,PM1
727,1,34.0,1,PM1
728,1,25.0,1,PM1
729,1,15.0,0,PM1
730,1,8.0,0,PM1
731,1,4.0,0,PM1
732,1,-1.0,0,PM1
733,1,42.0,1,PM1
734,1,7.0,0,PM1
735,1,13.0,0,PM1
736,1,8.0,0,PM1
737,1,-5.0,0,PM1
738,1,47.0,1,PM1
739,1,33.0,1,PM1
740,1,-9.0,0,PM2
741,1,13.0,0,PM2
742,1,47.0,1,PM2
743,1,17.0,1,PM2
744,1,-10.0,0,PM2
745,1,54.0,1,PM2
746,1,2.0,0,PM2
747,1,-3.0,0,PM2
748,1,-3.0,0,PM2
749,1,9.0,0,PM2
750,1,14.0,0,PM2
751,1,6.0,0,PM2
752,1,1.0,0,PM2
753,1,-2.0,0,PM2
754,1,0.0,0,PM2
755,1,-8.0,0,PM2
756,1,-8.0,0,PM2
757,1,-8.0,0,PM2
758,1,-6.0,0,PM2
759,1,1.0,0,PM2
760,1,-4.0,0,PM2
761,1,-2.0,0,PM1
762,1,9.0,0,PM1
763,1,-2.0,0,PM1
764,1,4.0,0,PM1
765,1,15.0,0,PM1
766,1,1.0,0,PM1
767,1,2.0,0,PM1
768,1,7.0,0,PM1
769,1,-11.0,0,PM1
770,1,15.0,0,PM1
771,1,0.0,0,PM1
772,1,2.0,0,PM1
773,1,4.0,0,PM1
774,1,3.0,0,PM1
775,1,19.0,1,PM1
776,1,39.0,1,PM1
777,1,3.0,0,PM1
778,1,12.0,0,PM1
779,1,17.0,1,PM1
780,1,65.0,1,PM1
781,1,4.0,0,PM1
782,1,6.0,0,PM1
783,1,9.0,0,PM1
784,1,6.0,0,PM1
785,1,27.0,1,PM1
786,1,2.0,0,PM1
787,1,3.0,0,PM1
788,1,-7.0,0,PM1
789,1,-3.0,0,PM1
790,1,4.0,0,PM1
791,1,15.0,0,PM1
792,1,-1.0,0,PM1
793,1,-13.0,0,PM1
794,1,-4.0,0,PM1
795,1,1.0,0,PM1
796,1,-2.0,0,PM1
797,1,-6.0,0,PM1
798,1,23.0,1,PM1
799,1,-4.0,0,PM1
800,1,2.0,0,PM1
801,1,15.0,0,PM1
802,1,2.0,0,PM1
803,1,29.0,1,PM1
804,1,3.0,0,PM1
805,1,0.0,0,PM1
806,1,1.0,0,PM1
807,1,11.0,0,PM1
808,1,-4.0,0,PM1
809,1,-8.0,0,PM1
810,1,3.0,0,PM1
811,1,23.0,1,PM1
812,1,25.0,1,PM1
813,1,21.0,1,PM1
814,1,-3.0,0,AM
815,1,5.0,0,AM
816,1,0.0,0,AM
817,1,24.0,1,AM
818,1,8.0,0,AM
819,1,1.0,0,AM
820,1,15.0,0,AM
821,1,6.0,0,AM
822,1,12.0,0,AM
823,1,11.0,0,AM
824,1,6.0,0,AM
825,1,1.0,0,AM
826,1,11.0,0,AM
827,1,13.0,0,AM
828,1,23.0,1,AM
829,1,5.0,0,AM
830,1,15.0,0,AM
831,1,14.0,0,AM
832,1,11.0,0,AM
833,1,-2.0,0,AM
834,1,10.0,0,AM
835,1,12.0,0,AM
836,1,6.0,0,AM
837,1,14.0,0,AM
838,1,64.0,1,AM
839,1,2.0,0,AM
840,1,9.0,0,AM
841,1,10.0,0,AM
842,1,29.0,1,AM
843,1,8.0,0,AM
844,1,10.0,0,AM
845,1,81.0,1,PM1
846,1,37.0,1,PM1
847,1,88.0,1,PM1
848,1,96.0,1,PM1
849,1,32.0,1,PM1
850,1,56.0,1,PM1
851,1,39.0,1,PM1
852,1,32.0,1,PM1
853,1,34.0,1,PM1
854,1,41.0,1,PM1
855,1,9.0,0,PM1
856,1,126.0,1,PM1
857,1,22.0,1,PM1
858,1,18.0,1,PM1
859,1,26.0,1,PM1
860,1,16.0,1,PM1
861,1,37.0,1,PM1
862,1,61.0,1,PM1
863,1,69.0,1,PM1
864,1,31.0,1,PM1
865,1,4.0,0,PM2
866,1,0.0,0,PM2
867,1,-5.0,0,PM2
868,1,-3.0,0,PM2
869,1,-2.0,0,PM2
870,1,-2.0,0,PM2
871,1,-5.0,0,PM2
872,1,7.0,0,PM2
873,1,3.0,0,PM2
874,1,13.0,0,PM2
875,1,0.0,0,PM2
876,1,3.0,0,PM2
877,1,0.0,0,PM2
878,1,4.0,0,PM2
879,1,-1.0,0,PM2
880,1,-6.0,0,PM2
881,1,11.0,0,PM2
882,1,-4.0,0,PM2
883,1,-7.0,0,PM2
884,1,8.0,0,PM2
885,1,-6.0,0,PM2
886,1,3.0,0,PM2
887,1,2.0,0,PM2
888,1,-6.0,0,PM2
889,1,-4.0,0,PM2
890,1,-3.0,0,PM2
891,1,-14.0,0,PM2
892,1,-4.0,0,PM2
893,1,-12.0,0,PM2
894,1,-11.0,0,PM2
895,1,15.0,0,PM1
896,1,5.0,0,PM1
897,1,9.0,0,PM1
898,1,8.0,0,PM1
899,1,33.0,1,PM1
900,1,16.0,1,PM1
901,1,25.0,1,PM1
902,1,7.0,0,PM1
903,1,7.0,0,PM1
904,1,6.0,0,PM1
905,1,6.0,0,PM1
906,1,50.0,1,AM
907,1,7.0,0,PM1
908,1,5.0,0,PM1
909,1,7.0,0,PM1
910,1,8.0,0,PM1
911,1,-4.0,0,PM1
912,1,1.0,0,PM1
913,1,15.0,0,PM1
914,1,7.0,0,PM1
915,1,68.0,1,PM1
916,1,14.0,0,PM1
917,1,4.0,0,PM1
918,1,14.0,0,PM1
919,1,11.0,0,PM1
920,1,15.0,0,PM1
921,1,2.0,0,PM1
922,1,10.0,0,PM1
923,1,4.0,0,PM1
924,1,-1.0,0,PM1
925,1,17.0,1,PM1
926,1,2.0,0,PM1
927,1,0.0,0,PM1
928,1,7.0,0,PM1
929,1,-1.0,0,PM1
930,1,13.0,0,PM1
931,1,-3.0,0,PM1
932,1,-2.0,0,PM1
933,1,-2.0,0,PM1
934,1,8.0,0,PM1
935,1,8.0,0,PM1
936,1,10.0,0,PM2
937,1,-3.0,0,PM2
938,1,11.0,0,PM2
939,1,0.0,0,PM2
940,1,9.0,0,PM2
941,1,1.0,0,PM2
942,1,-3.0,0,PM2
943,1,7.0,0,PM2
944,1,12.0,0,PM2
945,1,14.0,0,PM2
946,1,9.0,0,PM2
947,1,-2.0,0,PM2
948,1,-3.0,0,PM2
949,1,3.0,0,PM2
950,1,1.0,0,PM2
951,1,2.0,0,PM2
952,1,6.0,0,PM1
953,1,13.0,0,PM1
954,1,15.0,0,PM1
955,1,-3.0,0,PM1
956,1,88.0,1,PM1
957,1,0.0,0,PM1
958,1,13.0,0,PM1
959,1,13.0,0,PM1
960,1,5.0,0,PM1
961,1,7.0,0,PM1
962,1,2.0,0,PM1
963,1,14.0,0,PM1
964,1,7.0,0,PM1
965,1,12.0,0,PM1
966,1,1.0,0,PM1
967,1,57.0,1,PM1
968,1,26.0,1,PM1
969,1,34.0,1,PM1
970,1,7.0,0,PM1
971,1,4.0,0,PM1
972,1,3.0,0,PM1
973,1,10.0,0,PM1
974,1,10.0,0,PM1
975,1,0.0,0,PM1
976,1,22.0,1,PM1
977,1,5.0,0,PM1
978,1,7.0,0,PM1
979,1,5.0,0,PM1
980,1,10.0,0,PM1
